Node	Property	Type	Enum_Values	Description	Flags
demographic	ethnicity	enum	['Hispanic or Latino', 'Not Hispanic or Latino', 'Unknown', 'Other']	An individual's self-described social and cultural grouping, specifically whether an individual describes themselves as Hispanic or Latino. The provided values are based on the categories defined by the U.S. Office of Management and Business and used by the U.S. Census Bureau.	['whether']
